;IDX0AUDEURCR;IDX0CHFEURCR;IDX0GBPEURCR;IDX0JPYEURCR;IDX0NOKEURCR;IDX0USDEURCR;IDX0BRLEURCR;IDX0MXNEURCR;IDX0IDREURCR;IDX0INREURCR;IDX0PHPEURCR;IDX0CNYUSDCR;IDX0SGDEURCR;JPMIT1T3;JPMIT3T5;JPMIT5T7;JPMES3T5;JPMES5T7;JPMPT3T5;JPMPT5T7;JPMEMU1T3;JPMEMUGBI;JPMDE5T7;JPMDE7T10;JPMUS3T5;JPMUS5T7;JPMUS7T10;JPILUILA;JPEIGLBL;JGENEMUL;JPEG103;JPEG305;JPEE13YR;JPEE35YR;ER01;ER02;HE00;H0A0;IDX0LX10TUUU;IDX0DBCDXHY5;IDX0DBCDIU5T;IDX0ITRXPX5I;EU0009658152;IDX00000SX7T;SWISSMIC;FTPTT100;GDUEEGF;MSCI0GDLETCF;SPTR;IDX0SPTRFINL;NASDAQ100;NIKKEITR;IDX00GOLDBUL;IDX000WTIOIL;IDX00DJUBSCM;IT0000000BOT;JPMCASH3M
27-ago-99;118.2274;100.2963;109.6787;113.0503;110.7239;114.4164;77.9153;138.2188;140.1034;117.6224;117.4924;104.5751;109.7619;162.4649;182.7098;225.1694;168.2944;197.9222;171.8147;197.1293;136.1411;156.2889;147.6657;151.9373;243.071;258.072;269.048;-9999;150.01;-9999;118.79888;106.44929;-9999;110.30621;112.519;118.192;114.585;362.381;-9999;-9999;-9999;-9999;4817.9;376.04;-9999;2874.59;550.193;47.169;1847.119;362.36;2402.57;-9999;148.75;21.27;86.5506;215.46;230.926
30-ago-99;118.8187;100.2227;109.6316;113.661;110.7987;114.2319;78.2787;137.7733;137.8881;117.541;117.3257;104.6272;109.6166;162.4889;182.7359;225.2059;168.3221;197.9541;171.7279;196.0568;136.1203;156.3433;147.6857;151.9536;242.322;256.803;267.348;-9999;149.46;-9999;118.63839;106.00562;-9999;110.30621;112.48;118.11;114.669;361.708;-9999;-9999;-9999;-9999;4799.34;373.65;-9999;-9999;547.282;46.642;1814.112;348.18;2366.88;-9999;148.93;22.01;87.4984;215.47;230.975
31-ago-99;118.7922;100.2861;109.6937;113.6708;110.9542;113.3357;78.0694;137.3773;137.7369;116.6971;116.574;104.6697;109.0012;162.3251;182.1971;223.7205;167.9072;196.6746;171.7946;196.8143;136.049;155.6759;147.0865;151.0023;242.23;256.494;266.891;-9999;149.57;-9999;118.81169;105.95683;100;109.98872;112.486;117.965;114.903;360.908;-9999;-9999;-9999;-9999;4713.93;363.95;-9999;2816.6;545.596;47.142;1809.186;347.21;2396.87;-9999;149.8;22.11;88.2114;215.47;230.992
01-set-99;118.1965;100.2009;109.5381;114.1012;111.2497;113.1761;77.3163;136.9271;136.8693;116.4783;116.359;104.7088;108.8667;162.345;182.0619;223.4467;167.8654;196.4883;171.8015;195.4279;136.0516;155.5415;146.9064;150.7788;242.351;256.594;266.979;-9999;150.24;-9999;118.96229;106.30437;99.94856;110.03683;112.44;117.791;114.968;360.566;-9999;-9999;-9999;-9999;4747.05;367.05;-9999;2830.01;546.02;46.763;1824.199;350.51;2404.94;-9999;148.81;21.99;88.2987;215.49;231.011
02-set-99;118.1961;100.5198;108.7155;112.9579;110.4254;112.0551;77.5129;135.8222;133.3084;115.3104;115.0535;104.748;107.6789;162.1925;181.417;222.043;167.3012;195.3135;171.4125;194.4211;135.9029;154.8773;146.1471;149.7817;242.219;256.2;266.303;-9999;149.91;-9999;118.86879;106.23312;99.92483;109.86823;112.349;117.463;114.943;360.318;-9999;-9999;-9999;-9999;4650.44;361.54;-9999;2793.67;543.647;46.513;1807.831;344.71;2392.6;-9999;149.45;21.49;87.4813;215.53;231.029
03-set-99;119.4148;100.3491;109.1536;112.8253;110.6431;112.8804;78.1203;137.163;133.9072;116.2726;116.0685;104.7922;108.2783;162.4863;182.1265;223.2258;167.8319;196.3494;171.8025;195.4871;136.2031;155.5092;146.8092;150.5645;243.363;257.948;268.627;-9999;150.74;-9999;119.26639;106.55042;99.94057;109.93751;112.527;117.773;115.014;360.83;-9999;-9999;-9999;-9999;4763.93;370.48;-9999;2855.25;543.693;46.361;1860.15;359.52;2506.69;-9999;148.75;22;88.1166;215.56;231.049
06-set-99;119.6757;100.4471;109.8741;113.57;111.2057;113.2875;78.8526;137.9072;131.0249;116.7687;116.5983;104.818;108.6416;162.5199;182.2323;223.2826;167.9697;196.4348;171.8901;195.4785;136.2339;155.5705;146.8674;150.6376;243.363;257.948;268.627;-9999;-9999;-9999;-9999;-9999;-9999;-9999;112.618;117.986;115.119;361.083;-9999;-9999;-9999;-9999;4806.02;372.98;-9999;2876.57;551.208;47.865;-9999;-9999;-9999;-9999;-9999;-9999;88.1166;215.62;231.107
07-set-99;120.2535;100.3334;109.5482;112.3238;111.5151;113.1712;78.8101;137.6699;126.6977;116.5041;116.0777;104.8532;108.1323;162.2346;181.4138;220.9572;167.2933;194.6549;171.549;194.1466;135.9436;154.5819;145.9323;149.2744;242.976;257.292;267.616;-9999;151.29;-9999;119.36729;107.29477;99.41944;109.58077;112.486;117.626;115.147;361.028;-9999;-9999;-9999;-9999;4795.65;372.74;-9999;2846.71;546.717;48.047;1851.01;351.85;2491.82;-9999;149.8;22.61;90.0852;215.64;231.127
08-set-99;119.8614;100.1963;110.4832;111.7822;111.7921;113.0659;79.5235;137.7226;121.8052;116.4514;115.1978;104.8925;107.7895;162.3213;181.7018;221.832;167.5028;195.0741;171.5152;194.5179;136.044;154.9188;146.2709;149.6813;243.219;257.684;268.031;-9999;151.67;-9999;119.33861;107.58977;99.368;109.30551;112.466;117.617;115.283;360.878;-9999;-9999;-9999;-9999;4786.56;372.35;-9999;2821.47;543.592;47.481;1842.557;348.94;2454.67;-9999;150.03;22.66;89.6948;215.64;231.147
09-set-99;121.4841;100.2164;112.2288;115.6532;112.1615;113.7218;80.5547;138.5935;122.8348;117.1984;115.6745;105.0775;109.4664;162.2245;181.546;221.632;167.3021;195.0279;171.4815;194.1491;135.9784;154.8062;146.1261;149.5047;242.916;257.186;267.362;-9999;152.09;-9999;119.63785;107.73521;98.95941;109.17864;112.43;117.569;115.168;360.702;-9999;-9999;-9999;-9999;4825.43;372.97;-9999;2824.64;546.582;48.976;1847.371;344.47;2505.5;-9999;150.56;23.2;90.7002;215.66;231.161
10-set-99;123.1316;99.6876;112.8367;116.7567;112.3128;115.5322;81.8574;141.4314;131.7591;119.0655;118.1982;105.1019;110.5245;162.2366;181.6041;221.6154;167.3507;194.9225;171.5642;194.1916;135.9917;154.8294;146.1934;149.5114;243.605;258.305;268.864;-9999;153.9;-9999;120.49295;108.97483;99.71527;109.04882;112.448;117.628;115.038;360.747;-9999;-9999;-9999;-9999;4861.63;375.13;-9999;2793.25;552.495;50.214;1852.854;346.41;2534.61;-9999;150.15;23.55;91.0826;215.73;231.178
13-set-99;123.4729;99.8535;111.5575;118.4401;112.6965;114.9901;80.7584;140.8254;135.8561;118.4674;117.8856;105.1284;110.4492;162.1475;181.1525;220.3268;166.9645;193.819;171.3771;193.5739;135.8885;154.313;145.7041;148.8106;243.522;258.112;268.523;-9999;153.19;-9999;120.10819;108.76471;99.63234;109.267;112.4;117.455;115.113;360.883;-9999;-9999;-9999;-9999;4825.25;370.7;-9999;2783.51;557.034;49.866;1842.964;344.61;2483.1;-9999;150.09;24.21;91.2633;215.78;231.233
14-set-99;123.4562;100.0097;112.315;120.0497;112.2449;115.7352;81.9037;141.7599;136.2197;119.3319;118.6697;105.146;110.8474;162.1545;181.1894;220.0708;166.9748;193.687;171.422;193.3104;135.9135;154.2536;145.6425;148.6554;243.166;257.481;267.717;-9999;152.81;-9999;119.95804;108.58895;100.00334;109.16588;112.414;117.467;115.141;360.441;-9999;-9999;-9999;-9999;4785.05;369.98;-9999;2759.59;556.155;49.329;1832.228;338.39;2522.46;-9999;150.33;23.86;90.2979;215.78;231.252
15-set-99;122.4096;99.9917;112.2004;120.8191;112.1269;115.1806;81.4172;141.2901;133.0907;118.7945;118.1235;105.1651;110.2169;162.0786;180.9121;219.382;166.6028;192.993;171.3158;192.6484;135.8299;153.8756;145.182;148.0303;243.548;257.983;268.291;-9999;152.74;-9999;119.738;108.51254;100.08019;109.18885;112.369;117.318;114.492;360.509;-9999;-9999;-9999;-9999;4773.38;371.38;-9999;2737.81;550.518;48.143;1807.172;336.33;2463.09;-9999;149.8;24.13;90.0189;215.79;231.269
16-set-99;122.2542;100.0736;113.1271;120.4533;112.2398;115.4812;81.5351;140.775;132.1707;119.0025;117.1332;105.3239;110.3205;162.3636;181.5732;220.9606;167.2857;194.2489;171.5361;193.6151;136.0893;154.5802;145.9008;148.9917;243.866;258.535;269.026;-9999;152.34;-9999;119.5408;108.43938;99.78015;109.22089;112.516;117.591;114.521;360.654;-9999;-9999;-9999;-9999;4721.73;370.68;-9999;2713.86;542.523;48.048;1807.977;335.15;2466.88;-9999;149.86;24.52;90.075;215.82;231.288
17-set-99;121.7015;99.8068;112.7048;117.8404;112.019;115.0504;81.5289;140.8961;130.8353;118.6551;117.2985;105.4847;109.8363;162.4841;181.9647;222.0915;167.6055;195.0438;171.8223;194.4836;136.1965;155.0055;146.2995;149.554;244.124;259.056;269.746;-9999;153.03;-9999;119.78747;108.9906;100.13142;109.22239;112.614;117.874;114.236;360.803;-9999;-9999;-9999;-9999;4688.6;373.3;-9999;2725.23;543.28;48.072;1831.231;340.17;2536.91;-9999;148.99;24.73;90.4835;215.85;231.308
20-set-99;121.5262;99.7771;113.373;119.765;112.6047;115.8185;82.3297;142.2165;130.0101;119.4623;117.8122;105.5057;110.0482;162.4347;181.7933;221.5296;167.4294;194.5801;171.3864;194.1455;136.1402;154.7766;146.0477;149.2558;243.745;258.474;268.978;-9999;153.53;-9999;120.11229;109.27961;100.20637;109.20766;112.635;117.845;114.272;360.632;-9999;-9999;-9999;-9999;4730.21;371.64;-9999;2733.77;547.338;47.846;1831.415;339.09;2545.41;-9999;148.93;24.3;89.7133;215.9;231.366
21-set-99;121.2325;100.0772;112.6392;119.6321;112.4895;114.3291;80.6375;140.5969;128.9927;117.9358;116.5395;105.5272;108.6383;162.3425;181.6739;221.4935;167.4232;194.6264;171.3642;193.9996;136.0817;154.763;146.0221;149.2639;243.654;258.261;268.687;-9999;153.12;-9999;120.09016;109.0554;100.14317;109.39327;112.565;117.691;114.295;360.077;-9999;-9999;-9999;-9999;4667.6;369.18;-9999;2689;543.414;47.739;1793.091;331.47;2473.74;-9999;152.42;24.56;89.8033;215.91;231.382
22-set-99;122.3165;99.8832;112.9831;120.8151;112.1304;114.9108;81.0209;141.9043;127.8354;118.5855;116.358;105.5472;108.711;162.4232;181.7656;221.3973;167.3509;194.4105;171.3636;194.0667;136.1371;154.7311;145.9607;149.0995;243.849;258.471;268.952;-9999;153.19;-9999;120.10156;109.29479;100.06212;109.46311;112.595;117.787;114.259;360.101;-9999;-9999;-9999;-9999;4644.4;367.96;-9999;2669.4;542.063;46.698;1797.149;331.12;2513.94;-9999;154.58;24.7;90.0038;215.93;231.398
23-set-99;121.2451;100.1088;113.3953;120.7613;112.5614;114.2227;79.8496;140.3589;121.0007;117.7987;114.411;105.7485;107.5427;162.4805;182.0303;221.7297;167.5996;194.8507;171.5548;194.3055;136.2094;154.9899;146.2575;149.4939;244.372;259.405;270.257;-9999;154.09;-9999;120.72841;110.00538;100.26537;109.58227;112.634;117.895;114.366;360.271;-9999;-9999;-9999;-9999;4690.77;369;-9999;2694.58;538.199;46.491;1755.878;329.02;2403.07;-9999;155.62;25.46;91.3556;215.96;231.41
24-set-99;122.3184;100.1389;113.8943;120.9647;112.5536;114.9353;80.254;141.2945;125.3385;118.6202;115.1474;105.7704;108.5989;162.7043;182.5725;223.1255;168.1554;196.1059;172.147;194.889;136.4179;155.6288;146.8859;150.2979;245.325;260.828;272.197;-9999;153.32;-9999;120.6657;109.5116;100.45874;109.47301;112.789;118.241;114.404;360.314;-9999;-9999;-9999;-9999;4613.61;366.14;-9999;2680.1;535.229;45.855;1751.696;330.84;2399.58;-9999;157.08;25.36;91.3259;216.05;231.435
27-set-99;122.4161;100.0958;113.9531;118.6924;112.5434;114.6947;79.5183;141.5514;127.4108;118.3956;115.3483;105.786;108.6692;162.4809;182.0713;222.1451;167.6244;195.1666;171.5222;194.8006;136.1946;155.1146;146.3656;149.6747;244.716;259.899;270.877;-9999;154.05;-9999;120.90647;110.10406;100.30673;109.381;112.738;118.069;114.479;359.975;-9999;-9999;-9999;-9999;4662.56;368.81;-9999;2745.68;530.434;45.031;1759.855;325.27;2426.51;-9999;165.23;24.61;91.982;216.09;231.487
28-set-99;122.514;100.0795;113.4203;117.3383;112.4684;114.0201;78.8778;139.9898;126.6988;117.6998;113.8539;105.7995;107.4053;162.4806;182.0141;222.2788;167.5657;195.2613;171.6064;194.6899;136.1768;155.1059;146.355;149.6512;244.348;259.126;269.771;-9999;153.53;-9999;120.82258;109.85326;100.34221;109.85696;112.683;117.954;114.632;359.777;-9999;-9999;-9999;-9999;4594.37;364.88;-9999;2713.43;532.288;45.012;1758.769;326.27;2428.11;-9999;180.48;24.33;93.1295;216.1;231.5
29-set-99;120.2034;100.1696;111.8807;115.364;111.9121;112.7484;78.293;138.6357;126.706;116.4154;112.8787;105.8205;106.647;162.4993;181.9999;221.645;167.4873;194.9957;171.4543;194.417;136.2029;154.9047;146.1978;149.2735;243.683;258.073;268.325;-9999;153.96;-9999;121.1121;110.19303;100.45853;109.93422;112.624;117.8;114.697;359.502;-9999;-9999;-9999;-9999;4586.34;363.16;-9999;2719.51;530.721;45.531;1739.918;323.59;2398.78;-9999;175.83;24.69;92.9954;216.1;231.302
30-set-99;119.7749;100.3046;111.6731;115.6104;112.1;112.35;77.4292;138.2022;127.1028;115.9386;112.6392;105.8373;106.8313;162.4533;181.9917;222.1857;167.6155;195.4736;171.8024;194.7092;136.1937;155.1397;146.4044;149.6593;244.363;259.099;269.658;-9999;154.27;-9999;121.24104;110.58324;100.79993;109.961;112.608;117.817;114.641;359.461;-9999;-9999;-9999;-9999;4589.75;362.8;-9999;2723.66;526.98;45.203;1759.589;329.16;2407.9;-9999;174.37;24.51;92.4352;216.11;231.33
01-ott-99;119.9678;100.7791;111.7448;116.6453;112.0096;111.933;77.2752;136.9064;131.4175;115.6087;112.9333;106.0226;106.6965;162.0609;181.1122;220.5913;166.7872;194.1529;170.8077;193.8613;135.8409;154.2987;145.4777;148.5654;243.634;257.945;268.043;-9999;153.24;-9999;121.07072;109.93859;100.61831;109.99504;112.366;117.395;114.469;357.874;-9999;-9999;-9999;-9999;4555.52;362.31;-9999;2696.96;527.109;45.285;1759.765;325.01;2404.45;-9999;177.75;24.54;92.3333;216.09;231.33
04-ott-99;121.087;100.5875;111.6726;115.2945;111.9862;111.8206;76.9911;135.8322;134.6894;115.5419;112.9777;106.0384;106.8645;161.88;180.9084;220.7237;166.5899;194.1068;170.6718;193.434;135.7153;154.2319;145.3751;148.6274;244.062;258.616;268.95;-9999;154.14;-9999;121.44414;110.50424;100.72287;109.83689;112.306;117.195;114.493;358.392;-9999;-9999;-9999;-9999;4621.49;367.15;-9999;2734.98;528.679;44.861;1789.713;335.42;2467.92;-9999;185.14;23.76;91.2892;216.04;231.358
05-ott-99;121.1344;100.7392;111.7255;115.0538;111.7168;111.8338;76.5972;136.2426;136.049;115.5741;115.279;106.0572;107.6587;161.9518;181.0993;220.8064;166.7252;194.2341;170.7864;193.6205;135.7796;154.3515;145.5569;148.781;243.188;257.399;267.336;-9999;154.08;-9999;121.41992;110.44632;100.96558;110.1349;112.315;117.348;114.694;357.831;-9999;-9999;-9999;-9999;4666.7;370.64;-9999;2749.27;528.759;44.219;1785.324;337.01;2471.5;-9999;189.8;23.45;90.9164;216.06;231.374
06-ott-99;121.5098;100.6627;112.2341;114.4067;111.8187;112.3702;76.9553;137.2502;136.7444;116.1761;114.9821;106.0748;108.1598;161.8934;180.8848;220.4231;166.5572;193.9079;170.4899;193.5486;135.7432;154.1951;145.4239;148.6255;242.984;257.197;267.226;-9999;155.18;-9999;121.78077;110.94517;101.15098;110.14449;112.27;117.246;114.723;357.91;-9999;-9999;-9999;-9999;4693.66;372.24;-9999;2755.15;535.252;44.095;1818.609;345.43;2532.4;-9999;189.8;23.27;90.619;216.05;231.376
07-ott-99;120.7592;100.5389;111.7029;114.4258;111.3998;112.0688;77.5337;136.7042;135.0188;116.0304;113.8377;106.0956;107.6999;161.9998;180.979;220.1837;166.5944;193.8662;170.5611;193.4806;135.817;154.1794;145.473;148.5737;243.004;257.174;267.197;-9999;155.74;-9999;121.83834;110.99015;101.62067;110.07537;112.321;117.322;114.771;358.346;-9999;-9999;-9999;-9999;4734.25;374.57;-9999;2801.66;543.336;44.543;1807.997;341.71;2532;-9999;188.81;22.45;89.5979;216.07;231.39
08-ott-99;120.9046;100.2267;112.5746;114.8679;111.0613;112.9784;77.3523;138.0386;137.6552;117.0994;114.4939;106.1087;108.4359;161.9628;180.8981;219.9466;166.5255;193.7629;170.5915;193.1599;135.7837;154.0757;145.3702;148.4337;243.316;257.533;267.6;-9999;155.8;-9999;121.78238;111.03508;101.5476;110.27491;112.31;117.31;114.8;358.699;-9999;-9999;-9999;-9999;4733.09;373.02;-9999;2801.18;543.26;44.117;1833.217;348.53;2555.36;-9999;187.3;20.9;87.1763;216.11;231.454
11-ott-99;121.0122;100.1793;112.6314;115.5522;111.3645;112.9268;77.626;138.1982;135.9938;117.4435;115.3404;106.1215;108.5902;161.8586;180.7291;219.7244;166.4044;193.5251;170.3794;193.3417;135.7024;153.9067;145.1679;148.2712;243.316;257.533;267.6;-9999;-9999;-9999;-9999;-9999;-9999;-9999;112.315;117.211;115.343;358.907;-9999;-9999;-9999;-9999;4740.27;374.22;-9999;2817.91;545.072;42.813;1832.106;343.87;2578.88;-9999;186.48;21.27;87.7606;216.11;231.534
12-ott-99;119.6809;100.6087;111.5449;114.9298;111.2827;111.5348;76.546;136.3374;134.322;115.8548;114.1887;106.1496;107.2621;161.5619;180.1654;218.3176;165.9797;192.4471;170.0192;192.5824;135.5066;153.2972;144.5955;147.4463;243.149;257.209;267.101;-9999;154.76;-9999;121.24888;110.79003;101.36199;110.87038;112.157;116.902;115.372;358.53;-9999;-9999;-9999;-9999;4698.43;370.91;-9999;2790.82;548.282;41.639;1801.687;338.24;2526.82;-9999;185.26;22.3;90.116;216.09;231.553
13-ott-99;117.806;100.7859;111.1053;114.0503;110.9495;111.197;76.1124;134.589;128.4507;115.5101;112.7355;106.1675;106.4141;161.6251;180.2483;218.514;165.9199;192.5086;170.1819;192.2006;135.5396;153.353;144.6105;147.4802;242.721;256.528;266.107;-9999;154.54;-9999;120.98295;110.61455;101.03423;110.92618;112.142;116.904;115.343;358.123;-9999;-9999;-9999;-9999;4658.36;366.76;-9999;2763.03;541.539;39.836;1764.098;327.59;2454.49;-9999;187.35;23.06;91.4117;216.11;231.551
14-ott-99;118.2356;100.7541;111.8702;113.524;111.0855;111.5191;76.0551;134.1297;127.2978;115.9153;113.4995;106.1851;107.0566;161.2986;179.3395;216.483;165.2023;190.8875;168.9038;191.3432;135.2539;152.3819;143.5846;146.157;242.406;256.012;265.425;-9999;154.41;-9999;121.06137;110.47712;101.29669;110.76319;111.971;116.389;115.107;357.835;-9999;-9999;-9999;-9999;4622.55;366;-9999;2729.6;541.073;41.498;1761.181;326.15;2470.99;-9999;182.93;22.45;89.9687;216.12;231.568
15-ott-99;116.7298;100.9792;111.1419;114.2713;110.3715;110.3228;74.7499;131.8909;131.1349;114.6476;112.2983;106.1977;106.1968;161.5463;179.9045;217.553;165.7021;191.8768;169.376;191.3889;135.465;152.9417;144.1394;146.8366;243.275;257.21;267.013;-9999;153.64;-9999;120.69659;110.15449;101.31243;110.49952;112.028;116.531;115.136;357.828;-9999;-9999;-9999;-9999;4551.32;359.71;-9999;2669.91;530.381;40.444;1711.766;313.12;2403.81;-9999;184.21;22.82;90.6978;216.13;231.569
18-ott-99;117.0436;100.8061;111.909;115.2667;110.7147;111.172;74.6901;132.5459;135.6016;115.7226;112.8003;106.2126;106.8841;161.602;180.015;217.4173;165.7905;191.7745;169.3924;191.4113;135.5142;152.9755;144.2375;146.8738;243.06;256.821;266.391;-9999;153.69;-9999;120.68177;110.14114;101.2591;110.71818;112.127;116.715;115.223;357.679;-9999;-9999;-9999;-9999;4512.42;357.62;-9999;2652.78;521.551;40.152;1721.001;320.07;2362.11;-9999;181.47;22.53;90.4084;216.16;231.665
19-ott-99;117.5838;100.7756;112.08;115.0594;110.7593;111.0502;74.5031;133.5044;144.3722;115.6253;112.7895;106.2273;107.1162;161.5389;179.98;217.6651;165.7893;192.0012;169.8042;191.33;135.4837;153.0617;144.3207;147.0149;242.718;256.348;265.717;-9999;154.52;-9999;121.04387;110.47758;101.06761;110.74171;112.097;116.661;115.057;357.534;-9999;-9999;-9999;-9999;4617.01;362.56;-9999;2709.06;523.21;39.193;1730.868;328.12;2362.25;-9999;180.19;22.22;90.3102;216.17;231.696
20-ott-99;118.2061;100.5256;112.2364;114.5669;110.9432;111.8485;75.5742;135.1347;142.4094;116.499;113.8961;106.3075;107.6583;161.3828;179.4018;216.3523;165.3699;190.973;169.3722;190.6262;135.3615;152.4923;143.7419;146.2521;242.603;256.199;265.508;-9999;155.22;-9999;121.48376;110.86926;101.51945;110.9412;111.996;116.384;114.772;357.639;-9999;-9999;-9999;-9999;4626.78;363.22;-9999;2714.92;530.741;40.012;1769.55;334.33;2466.29;-9999;178.91;22.2;90.2111;216.15;231.719
21-ott-99;118.3465;100.4553;112.4636;114.5946;111.1188;111.3129;75.0902;133.9515;151.0547;115.8495;113.8299;106.3212;107.513;161.6228;179.9652;217.8521;165.8785;192.1279;169.8455;191.324;135.5479;153.1318;144.3709;147.0627;242.658;256.186;265.395;-9999;155.89;-9999;121.7674;111.18427;101.48586;110.99677;112.096;116.613;114.834;357.426;-9999;-9999;-9999;-9999;4617.41;360.6;-9999;2684.49;527.713;40.172;1761.584;334.96;2477.14;-9999;177.86;22.32;90.1027;216.23;231.737
22-ott-99;119.3212;100.1661;112.1539;116.045;111.6938;112.4922;76.7447;136.2338;153.799;117.105;114.8658;106.3306;108.7608;161.6708;179.9543;217.9124;165.8939;192.216;169.9493;191.6998;135.5751;153.1679;144.3939;147.0721;242.651;256.176;265.397;-9999;157.46;-9999;122.71641;112.24324;101.62002;111.17375;112.133;116.655;114.863;357.427;-9999;-9999;-9999;-9999;4726.17;364.68;-9999;2738.53;530.709;41.252;1786.357;349.98;2485.9;-9999;176.58;23.19;91.0223;216.28;231.779
25-ott-99;120.1054;100.2005;112.9814;116.6573;111.7768;112.662;76.446;136.1728;155.4652;117.4528;115.5594;106.3441;109.1325;161.4793;179.4626;216.711;165.4579;191.2534;169.437;190.906;135.4147;152.6324;143.8069;146.2971;242.54;256.056;265.245;-9999;157.25;-9999;122.45908;112.09931;101.60616;111.21935;112.074;116.398;114.987;357.633;-9999;-9999;-9999;-9999;4700;361.66;-9999;2716.21;528.68;41.022;1775.353;345.48;2484.19;-9999;174.95;23.18;90.7943;216.34;231.884
26-ott-99;120.7603;100.0784;113.2347;118.1643;112.2899;113.5579;76.6991;137.2847;157.7332;118.3874;116.5666;106.3489;109.7539;161.4596;179.5514;217.2029;165.5586;191.6896;169.5139;191.1813;135.4234;152.8149;143.9641;146.6358;242.468;255.919;264.993;-9999;158.24;-9999;122.96667;112.73486;101.36533;111.27977;112.065;116.413;115.051;357.473;-9999;-9999;-9999;-9999;4748.81;363.37;-9999;2753.75;529.059;40.374;1759.268;342.96;2466.4;-9999;169.07;23.19;89.9056;216.34;231.895
27-ott-99;120.461;100.0355;113.7323;119.564;112.4254;114.3697;77.3918;138.0726;157.0505;119.3046;117.4432;106.3566;110.1925;161.6843;180.187;219.1005;166.0775;193.0967;170.0009;192.6319;135.6154;153.5616;144.6312;147.6012;242.903;256.603;266.007;-9999;157.96;-9999;122.78912;112.36926;101.41257;111.39956;112.176;116.741;115.232;357.079;-9999;-9999;-9999;-9999;4735.5;361.5;-9999;2732.64;526.526;41.126;1779.716;359.35;2457.46;-9999;171.29;22.92;89.7749;216.27;231.92
28-ott-99;120.8883;99.8937;113.1639;118.8331;111.9414;114.4592;78.1643;138.4703;155.5602;119.3897;117.2303;106.4142;110.2702;161.9432;180.7557;220.9062;166.5452;194.3465;170.5529;194.0677;135.8109;154.2908;145.325;148.6353;243.442;257.681;267.362;-9999;159.04;-9999;123.10895;112.83888;101.67503;111.47618;112.312;117.02;115.438;357.021;-9999;-9999;-9999;-9999;4836.41;367.77;-9999;2779.38;532.142;40.891;1842.8;383.63;2539.93;-9999;174.9;21.68;88.2881;216.35;231.941
