;IDX0AUDEURCR;IDX0CHFEURCR;IDX0GBPEURCR;IDX0JPYEURCR;IDX0NOKEURCR;IDX0USDEURCR;IDX0BRLEURCR;IDX0MXNEURCR;IDX0IDREURCR;IDX0INREURCR;IDX0PHPEURCR;IDX0CNYUSDCR;IDX0SGDEURCR;JPMIT1T3;JPMIT3T5;JPMIT5T7;JPMES3T5;JPMES5T7;JPMPT3T5;JPMPT5T7;JPMEMU1T3;JPMEMUGBI;JPMDE5T7;JPMDE7T10;JPMUS3T5;JPMUS5T7;JPMUS7T10;JPILUILA;JPEIGLBL;JGENEMUL;JPEG103;JPEG305;JPEE13YR;JPEE35YR;ER01;ER02;HE00;H0A0;IDX0LX10TUUU;IDX0DBCDXHY5;IDX0DBCDIU5T;IDX0ITRXPX5I;EU0009658152;IDX00000SX7T;SWISSMIC;FTPTT100;GDUEEGF;MSCI0GDLETCF;SPTR;IDX0SPTRFINL;NASDAQ100;NIKKEITR;IDX00GOLDBUL;IDX000WTIOIL;IDX00DJUBSCM;IT0000000BOT;JPMCASH3M
30-mag-13;208.3031;107.461;97.8056;72.9558;147.6303;92.2422;232.9466;178.0017;232.9322;147.8025;167.7782;119.7353;100.4114;284.56334;355.4973;476.76361;322.76831;413.90461;353.01833;432.90798;219.62436;308.20772;313.09331;344.6048;498.46156;606.04601;669.58444;-9999;651.3;268.902;277.17486;377.17984;199.9445;276.77893;198.273;234.636;239.383;994.339;139.60074;181.57981;109.43143;180.34699;5020.94;226.6;13925.95;4763.18;1949.326;96.451;2931.393;406.51;3011.832;18425.23;822.08;93.61;131.3124;316.2392;342.77144
31-mag-13;207.2324;107.6417;97.9855;73.4372;147.0908;92.6118;230.8668;178.4391;234.2165;148.0987;168.7071;119.6644;100.2557;284.39332;354.85593;475.25847;322.36676;412.66726;350.82155;430.4407;219.5663;307.86524;313.24704;344.54833;497.89444;604.84752;667.73738;-9999;649.5;267.808;277.15833;377.1025;199.88489;276.65924;198.253;234.547;238.896;992.411;139.24998;180.11202;109.28421;179.57334;4968.63;225.51;13799.45;4710.3;1935.82;95.933;2889.464;400.14;2981.756;18676.76;811.02;91.97;130.6295;316.218;342.77398
03-giu-13;210.2572;107.9029;98.1841;73.6887;147.8696;92.0598;231.0922;178.3383;232.6237;146.5867;168.5183;119.7299;100.6374;284.46691;354.99434;475.4398;322.09036;411.86934;348.93339;426.33231;219.5071;307.54572;312.88649;344.23286;498.28481;605.55628;669.01578;-9999;646.27;267.656;276.86108;375.55201;199.85374;276.43436;198.17;234.28;238.318;988.877;138.83603;180.07651;109.33154;178.33762;4929.35;223.11;13511.16;4668.82;1916.095;95.33;2906.912;400.77;2990.788;17981.57;822.02;93.45;131.8161;316.2553;342.77914
04-giu-13;207.5963;107.8951;98.0838;73.2925;147.6616;92.0252;230.9931;178.6474;232.6715;147.3873;168.6292;119.8225;100.5916;284.70883;355.59571;476.40545;322.71345;412.92395;349.73605;427.62786;219.56181;307.5774;312.5469;343.67752;498.14007;605.1368;668.44661;-9999;646.25;269.199;276.94028;375.31126;199.80904;276.34794;198.135;234.166;238.39;987.449;138.61139;178.78735;109.16255;179.50682;4943.63;225.42;13675.59;4692.76;1927.838;95.335;2891.015;397.15;2973.694;18350.29;813.46;93.31;132.1328;316.2972;342.78045
05-giu-13;205.1063;108.3448;98.5904;73.9425;147.5579;91.9414;230.3709;176.5698;232.6895;146.5745;168.5296;119.8361;100.7173;284.62683;355.47416;476.04173;322.56765;412.75286;349.13641;426.37014;219.56262;307.82474;312.85798;344.54963;498.45937;606.06524;670.27915;-9999;644.25;267.444;276.50693;373.93621;199.72144;276.04168;198.088;234.032;237.668;980.639;137.88151;177.10782;108.95536;177.93545;4862.13;222.55;13453.61;4596.52;1903.68;94.817;2851.889;390.46;2937.141;17646.73;814.22;93.74;132.1761;316.3118;342.78176
06-giu-13;203.9273;108.5679;98.6866;74.6638;147.4793;90.88;227.7429;175.2763;230.0429;144.6338;166.0266;119.782;99.9628;283.69802;353.0287;471.33796;320.34426;408.27398;345.19718;421.02238;219.15245;306.04978;312.33537;343.86343;498.65611;606.79911;671.62502;-9999;640.88;265.96;276.25057;372.38417;199.35114;275.16861;197.892;233.468;236.587;979.56;137.34097;178.51532;109.07621;176.10189;4803.5;216.9;13236.39;4536.95;1891.658;93.743;2876.501;396.14;2950.304;17496.43;824.29;94.76;131.7512;316.1649;342.78367
07-giu-13;202.2354;107.9877;98.6234;74.3639;147.2564;91.0663;228.0375;176.3434;230.2723;144.4182;165.9703;119.7508;99.7909;284.01515;354.09553;473.61848;321.02242;409.87556;345.10139;420.2542;219.1664;306.51649;312.03715;343.69039;497.44047;603.98466;667.38734;-9999;641.47;265.588;276.14774;373.00612;199.42313;274.76505;197.796;233.273;236.467;984.449;137.81109;179.07122;109.22191;178.74983;4889.42;219.85;13517.86;4591.28;1884.468;93.106;2913.459;402.82;2990.869;17460.51;805.19;96.03;131.2979;316.2629;342.78184
10-giu-13;200.9766;107.9549;98.4369;73.2574;146.9961;90.8059;225.8482;173.6404;229.4432;141.3912;163.4518;119.7689;98.8331;283.73849;353.33704;471.94903;321.07521;409.78627;343.90032;418.1389;219.05259;305.65991;311.37939;342.65463;496.79718;602.56863;664.88153;-9999;636.74;263.625;275.66923;371.84985;199.09391;274.61756;197.796;233.149;236.905;983.968;136.70163;177.6519;109.08444;177.82139;4881.02;216.75;13527.77;4583.02;1870.026;93.032;2912.628;403.15;2990.491;18323.76;806.94;95.77;130.5902;316.2367;342.78669
11-giu-13;199.3334;108.5382;98.4951;75.01;145.9978;90.4176;226.474;174.0259;228.2232;140.2081;161.1782;119.7882;98.6695;283.40446;352.40607;470.18855;320.2529;408.18373;341.55482;413.9248;218.87502;304.91759;311.03405;342.42129;496.87119;603.05547;665.52281;-9999;629.02;263.153;274.67043;369.26301;198.58994;273.48182;197.634;232.533;235.556;977.167;135.27594;176.93041;108.99591;176.66231;4816.05;212.55;13323.66;4539.79;1834.512;91.686;2883.073;396.15;2959.844;18057.22;801.7;95.38;129.9455;316.1623;342.78566
12-giu-13;200.2413;108.8248;98.5202;74.8751;146.2349;90.2554;223.6969;172.4067;227.0728;141.4646;160.8963;119.8077;98.3594;283.27238;352.13779;469.75826;320.58008;409.03077;341.28782;413.44345;218.88874;304.99802;311.22609;342.58531;496.452;602.06423;663.99751;-9999;630.77;264.151;274.96385;369.83459;198.77189;273.78858;197.667;232.641;235.647;978.224;135.80955;176.95406;108.8941;175.94616;4787.24;209.41;13295.58;4520.49;1834.568;91.686;2859.617;392.4;2926.137;18018.85;810.43;95.88;130.1121;316.1715;342.7853
13-giu-13;202.937;108.386;98.4861;75.1792;146.2271;89.9997;226.8247;176.1094;225.9466;140.6198;160.8094;119.8071;98.662;282.96139;351.6626;469.41815;319.9453;408.40431;339.78026;411.63101;218.86334;305.40026;312.0351;343.61872;497.14759;603.64832;666.73577;-9999;636.76;265.418;275.23116;371.53273;198.85858;274.2117;197.644;232.567;234.763;976.446;137.79746;179.1067;109.18462;176.25721;4778.62;210.29;13244.7;4524.21;1815.7;89.557;2902.317;399.5;2962.901;16874.56;802.17;96.69;130.0811;316.1277;342.78687
14-giu-13;201.9383;108.6879;98.6335;76.3571;147.167;90.2026;223.9895;175.334;226.7292;142.1159;162.2663;119.8926;98.6476;283.30162;352.5453;471.08294;320.16437;409.00011;342.07718;416.45671;219.03626;306.49321;312.83901;344.99075;498.56701;606.18194;669.95722;-9999;641.07;266.939;275.82151;372.6862;199.26052;275.0396;197.798;233.094;235.526;979.75;137.88861;178.81101;109.08391;177.7268;4788.69;210.98;13259.33;4526.81;1835.194;89.799;2885.244;394.5;2943.862;17201.52;807.87;97.85;130.3727;316.1639;342.78963
17-giu-13;201.1733;108.3717;98.5752;75.9282;146.7809;90.0682;221.8335;173.4216;226.0926;141.1164;161.7422;120.048;98.2339;283.30163;352.78058;471.33843;319.92739;408.3877;342.58617;416.90365;219.01029;306.43944;312.75961;344.80682;498.28388;605.05097;667.9305;-9999;639.48;266.575;276.10339;371.63058;199.37765;275.21314;197.86;233.233;236.102;981.929;136.84124;179.41422;109.1829;178.56476;4852.18;212.08;13422.12;4542.77;1843.313;91;2907.115;398.26;2971.258;17672.94;805.25;97.77;130.7633;316.1696;342.79571
18-giu-13;199.5421;108.4545;97.8844;75.121;146.249;89.8939;220.3588;172.2902;225.312;138.7111;160.5529;120.0033;97.5464;283.1495;352.50166;470.70065;320.4681;409.52699;343.58398;419.28035;218.94721;305.91192;311.82493;343.48395;498.26485;604.7435;667.47721;-9999;635.72;264.937;275.71416;370.60127;199.33841;274.96671;197.757;232.888;236.218;982.159;136.57813;179.54433;109.18537;178.4043;4849.02;213.56;13370.09;4574.14;1836.5;90.884;2929.813;400.74;2996.089;17637.9;795.82;98.44;130.8973;316.0611;342.79726
19-giu-13;196.9297;108.2919;97.5978;74.7826;146.3346;90.5504;217.6991;168.9833;226.9085;139.9032;161.3404;119.9872;97.6858;283.59968;353.55874;472.36348;321.03505;410.47584;343.84247;419.82492;219.09327;306.45734;312.12632;343.97415;495.55013;599.06301;660.32892;-9999;630.67;265.043;275.51964;369.14733;199.31504;275.03807;197.798;233.049;236.299;981.841;134.74568;176.5874;108.92531;178.42235;4818.6;210.9;13425.79;4557.26;1823.768;89.705;2889.252;395.15;2959.502;17960.55;799.95;98.24;131.9738;316.0801;342.79754
20-giu-13;196.0224;108.9876;98.3175;74.5575;141.6447;91.0645;215.8873;168.421;227.8509;138.7142;160.149;120.0625;97.8781;282.33371;349.65928;464.74239;317.9562;403.62557;339.78549;412.27354;218.52679;303.15335;309.70185;340.91817;494.2881;595.80991;655.06725;-9999;613.48;260.1;273.38117;363.25672;198.49357;272.2282;197.377;231.542;234.495;969.265;133.76094;174.88853;108.62935;175.06593;4644.38;202.19;13016.39;4421.37;1750.415;86.98;2817.435;386.67;2890.332;17648.83;748.84;95.4;128.0609;315.9551;342.79849
21-giu-13;198.0384;108.9866;98.4793;74.6596;141.3124;91.7521;219.058;170.4879;229.5008;140.5238;161.6781;120.0019;98.4008;282.20449;349.1928;463.75684;317.9735;403.65129;339.55854;411.90276;218.45469;302.38729;308.86965;339.38503;492.70024;592.48704;650.20808;-9999;608.82;259.101;272.98293;362.17625;198.02471;271.83493;197.254;231.121;234.057;967.01;133.21911;175.12781;108.58009;174.27321;4577.99;197.84;12886.18;4390.26;1735.373;86.703;2824.965;387.22;2877.945;17941.16;752.21;93.59;127.2764;315.9236;342.79759
24-giu-13;198.6768;109.1341;98.5902;74.7951;139.5571;91.7595;220.628;170.6602;229.5645;139.6182;161.2446;119.8537;98.4474;281.01456;346.4274;459.09189;316.0492;399.7458;336.68362;405.91535;217.9818;299.89297;307.35478;336.87933;492.04644;591.18638;648.40934;-9999;596.78;257.752;272.0018;358.30224;196.86414;269.4271;196.895;229.718;232.092;956.934;133.88019;174.01516;108.40902;172.43172;4515.32;194.49;12588.22;4327.76;1702.399;84.241;2790.66;380.23;2848.198;17715.26;743.54;95.09;126.418;315.6486;342.80089
25-giu-13;199.5885;108.9205;98.8389;74.9721;141.0447;92.0618;222.7434;172.1666;230.5985;140.1224;163.1828;119.7699;99.2778;280.56174;345.22049;457.00667;316.00731;399.84428;335.62938;404.07462;218.01048;299.80424;308.16681;337.567;491.64414;590.21465;646.63852;-9999;601.83;258.242;272.45345;360.40638;197.42872;270.06565;196.996;230.005;232;955.623;134.79472;175.97724;108.68115;173.63713;4572.01;195.95;12845.07;4380.03;1707.432;83.739;2817.437;387.39;2866.497;17588.84;742.37;95.29;126.4074;315.5815;342.79962
26-giu-13;200.975;108.9073;98.632;75.4082;141.3281;92.5223;226.6829;173.8399;231.6808;138.4191;164.1592;119.8097;99.3752;281.51105;347.79369;461.59174;318.53477;404.73595;338.14103;408.43595;218.43215;301.69663;309.01528;338.75225;492.43302;591.96286;649.09411;-9999;608.09;258.931;273.02799;362.69501;197.60941;270.8368;197.185;230.684;232.858;959.186;135.89946;177.07792;108.91611;175.45414;4678.86;201.74;13116.83;4426.65;1738.665;86.575;2845.037;391.24;2893.854;17420.82;716;95.5;125.739;315.7129;342.80146
27-giu-13;200.5589;108.4283;98.0884;74.7852;142.4753;92.3313;225.023;175.4033;231.2479;139.3917;163.8855;119.7693;99.7808;282.38272;349.93617;464.93808;319.69752;406.79742;340.45658;412.73856;218.71398;302.88955;309.4918;339.63222;493.50672;594.03385;652.02305;-9999;614.82;261.408;273.44449;364.98809;197.84372;271.5897;197.368;231.286;233.882;963.825;137.00443;178.1786;109.01008;176.30102;4709.52;200.13;13321.4;4482.59;1772.886;87.237;2862.918;396.23;2906.84;17937.44;705.4;97.05;125.3286;315.9643;342.8039
28-giu-13;198.0368;108.6808;97.9991;74.3547;142.2784;92.5376;222.2273;177.0721;231.8103;141.6515;165.025;119.9268;99.9014;282.45865;350.12597;465.46538;319.54531;406.65078;341.33593;413.94613;218.74503;303.10627;309.62202;339.66546;493.65752;593.96656;652.00106;-9999;616.82;261.802;273.64784;365.52502;198.0765;271.64847;197.383;231.332;233.972;965.865;136.96896;177.12578;108.92228;176.14675;4678.47;196.19;13341.09;4462.54;1813.503;89.337;2850.662;393.54;2909.599;18567.02;712.45;96.56;124.4663;316.0098;342.80627
30-giu-13;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;197.427;231.381;234.055;966.251;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
01-lug-13;199.3981;108.2081;97.6275;73.6611;141.1656;92.1557;221.6528;175.9298;230.8294;140.7872;164.6462;120.1274;99.8041;282.91713;351.16592;467.47989;320.78632;408.86799;342.1965;415.23234;218.9079;303.81039;309.72589;339.85985;493.53207;593.72728;651.64472;-9999;620.45;262.66;273.78476;366.53623;198.14311;271.94714;197.447;231.528;234.28;967.596;137.18702;178.59734;109.09787;177.51143;4714.48;199.12;13441.85;4528.81;1816.877;89.341;2866.411;395.46;2927.346;18804.83;731.08;97.99;125.3931;316.1744;342.81263
02-lug-13;198.748;108.3087;97.8741;73.4287;141.5679;92.7596;220.6567;175.8484;232.2708;141.4142;164.9698;120.1383;99.8421;283.3054;352.1092;469.38438;321.51031;410.37055;340.34727;411.93335;219.05171;304.32805;310.06508;340.14093;493.84556;594.20132;652.52309;-9999;623.82;263.414;274.24271;367.53052;198.43809;272.6142;197.565;231.86;234.588;968.515;136.45418;177.97522;109.02312;177.6796;4679.57;198.08;13427.18;4526.06;1798.014;88.142;2865.476;395.88;2929.634;19139.1;723.92;99.6;125.9754;316.2296;342.81514
03-lug-13;197.0169;108.5066;98.4412;73.7817;141.3239;92.5392;218.7993;176.7982;231.6014;139.8203;164.0247;120.2277;99.4955;282.91366;351.09049;467.34551;319.9273;407.05449;326.41303;388.73202;218.80179;303.75062;310.81524;341.33399;493.28734;593.08492;651.07813;-9999;620.84;262.56;273.99291;366.22897;198.23567;272.23664;197.502;231.825;233.614;967.848;136.48209;178.2145;109.06378;176.98205;4623.12;194.64;13327.64;4473.51;1760.987;85.575;2867.854;394.52;2941.41;19080.48;728.87;101.24;126.8033;316.1342;342.81764
04-lug-13;199.7698;108.1701;97.8243;74.241;142.6157;93.2277;222.459;178.6772;233.3703;141.1141;165.3969;120.3228;100.2043;283.9815;353.1602;470.47019;321.41515;409.56434;326.77175;392.86391;219.20181;304.52849;311.43104;341.59979;493.28734;593.08492;651.07813;-9999;-9999;262.959;-9999;-9999;-9999;-9999;197.706;232.329;234.236;968.042;136.48209;178.2145;109.06378;176.98205;4759.38;203.41;13599.04;4611.24;1780.305;86.914;2867.854;-9999;-9999;19030.75;-9999;-9999;126.8033;316.2662;342.82017
05-lug-13;199.3557;108.0502;97.2782;73.8763;140.1082;93.8459;223.5424;177.6645;234.8932;141.8299;166.625;120.2712;100.2236;284.24118;353.65122;470.58338;322.01763;410.19597;328.00571;394.35072;219.29779;304.23963;310.90318;340.33514;490.50992;586.2956;640.72613;-9999;616.86;261.447;274.07537;365.28809;198.28723;272.66782;197.736;232.291;234.834;965.811;135.43184;177.6163;109.00281;177.75745;4668.52;199.7;13512.89;4578.1;1771.653;88.312;2897.116;401.47;2963.219;19425.84;706.04;103.22;125.5383;316.3011;342.8288
08-lug-13;200.1953;107.7417;97.3658;73.7957;142.1573;93.5402;221.8841;179.8164;233.8918;140.5375;164.7524;120.2435;100.1159;284.59052;354.3803;471.85728;322.41152;410.39746;328.91825;399.20274;219.46424;304.74318;311.45461;341.00063;492.02261;589.06599;644.237;-9999;613.92;261.983;273.87145;364.66323;198.34322;272.81042;197.934;232.684;235.557;965.462;135.77692;179.30321;109.20468;178.95393;4767.15;204.08;13654.42;4631.63;1749.673;87.125;2913.203;404.52;2966.134;19153.48;719.24;103.14;126.9254;316.3335;342.83686
09-lug-13;202.597;107.4961;97.502;74.1831;142.3413;94.1995;223.8783;180.8501;235.5158;142.6763;166.9139;120.3362;100.9006;284.45797;353.93204;471.17433;321.94149;409.62761;330.95331;403.23753;219.47245;304.99632;312.25272;342.31684;492.31712;589.91501;645.15867;-9999;614.22;262.973;274.05386;365.01658;198.70323;273.07075;198.057;233.108;236.218;968.121;136.69308;179.97319;109.25903;179.75445;4791.04;203.92;13794.56;4676.88;1762.739;87.157;2934.31;407.93;2984.323;19647.01;725.91;103.53;127.2737;316.3471;342.83929
10-lug-13;199.4494;107.4408;96.9867;74.1402;142.3044;92.7773;220.1325;178.0862;231.8429;141.7187;164.6092;120.2404;99.8698;284.14222;353.28488;470.27946;320.95319;407.70054;330.72018;402.15827;219.32658;304.54982;311.92141;342.2354;491.95142;588.87665;643.21384;-9999;611.73;262.239;274.04904;364.16535;198.7287;273.42789;197.984;232.948;236.123;969.632;136.02293;179.99712;109.27419;179.00444;4784.37;203.11;13842.19;4671.12;1768.661;88.109;2934.968;405.38;3000.657;19570.58;727.01;106.52;128.3029;316.2876;342.84172
11-lug-13;197.9876;107.7266;97.1875;73.9954;141.506;91.9279;219.1156;177.7861;229.6591;140.4042;163.5013;120.4323;99.9538;283.71386;352.36159;468.74365;320.47709;406.8442;328.68892;398.91144;219.17756;304.41652;312.1563;342.9359;493.89887;593.09528;648.84685;-9999;614.71;262.776;274.25522;365.36045;198.93853;273.86817;197.977;233.073;236.614;975.507;136.87599;181.5285;109.4334;180.09638;4823.24;203.78;13867.85;4698.72;1821.344;90.877;2975.058;409.13;3059.456;19646.57;746.15;104.91;128.6083;316.2426;342.84294
12-lug-13;195.4606;108.0307;96.9117;73.971;141.8413;92.1396;218.4635;178.058;229.7122;140.8876;163.5845;120.1995;99.9222;283.55821;352.19152;468.50882;320.9442;407.87136;319.14948;384.06182;219.1268;304.90639;312.88599;344.38894;493.32151;592.03636;647.60243;-9999;616.6;263.117;274.42677;366.04052;199.05266;274.1437;198.01;233.215;236.552;978.05;137.09435;182.09081;109.46065;179.22977;4811.64;201.79;13862.25;4699.83;1826.192;90.402;2984.236;412.39;3079.074;19692.28;744.99;105.95;128.4478;316.2387;342.84533
15-lug-13;196.6144;107.8666;96.9053;73.5325;141.981;92.1755;223.2699;180.2807;229.2802;140.3609;163.5282;120.2723;99.977;283.73501;352.39569;468.84581;321.38647;408.95005;322.93314;390.15645;219.14917;304.88993;312.53269;343.87885;494.00673;593.66544;650.05439;-9999;620.04;263.743;274.7216;367.28449;199.37828;274.4864;198.001;233.096;236.686;980.549;138.32874;182.48561;109.52015;180.3689;4836.72;203.66;13889.99;4729.39;1839.666;90.806;2988.347;413.95;3079.851;19692.28;748.37;106.32;128.372;316.2848;342.85285
16-lug-13;198.4443;108.1067;96.5526;73.541;142.5304;91.4758;218.3382;179.5499;227.2038;140.7028;162.8039;120.366;99.4389;283.65105;352.22041;468.66139;321.68073;409.43131;324.57692;391.91098;219.23587;305.15549;313.04554;344.54409;494.41971;594.23264;651.03643;-9999;622.86;264.325;275.13963;368.36797;199.52313;275.16221;198.077;233.285;236.87;983.02;138.29314;182.29419;109.47178;180.05341;4798.77;201.3;13774.76;4708.02;1841.712;90.888;2977.261;412.31;3077.468;19818.35;752.21;106;129.0588;316.3052;342.8553
17-lug-13;198.7231;108.192;97.1647;73.3706;143.0406;91.7343;221.7533;182.4143;227.6686;141.0778;162.9013;120.3684;99.5855;283.60351;352.09732;468.23842;321.42886;408.9507;324.85955;391.73206;219.23447;305.20783;313.46898;345.09663;495.33931;596.03184;653.41375;-9999;627.85;264.678;275.7158;370.31855;199.64828;275.24612;198.07;233.324;236.969;985.638;139.01981;183.07185;109.57848;180.85707;4828.06;202.88;13766.71;4720.17;1854.66;91.142;2985.852;414.2;3085.277;19839.96;744.53;106.48;128.4184;316.3088;342.85834
18-lug-13;197.5064;107.9024;97.3604;72.833;143.3155;91.8398;221.913;182.088;227.6404;140.4824;162.9584;120.2723;99.2751;284.02838;353.08995;469.90958;322.27401;410.37136;327.24098;395.16898;219.41641;305.80497;313.87025;345.72182;495.11118;594.98632;651.49326;-9999;632.15;264.557;276.13702;372.04163;199.88482;276.08157;198.124;233.46;237.272;989.01;139.87371;183.52648;109.65813;182.0053;4893.08;208.8;13768.21;4765.01;1851.155;91.131;3001.21;419.76;3077.816;20102.58;748.43;108.04;129.4876;316.379;342.86078
19-lug-13;197.0525;108.0657;97.3725;72.4985;143.4313;91.6099;219.5112;181.1639;226.7106;140.9711;162.788;120.3506;99.011;284.28577;353.71758;471.11757;322.57556;410.78588;328.61548;399.77617;219.46715;305.83699;313.73769;345.59021;495.62035;596.33313;653.73266;-9999;632.29;264.431;276.14485;371.83232;199.89484;275.97055;198.146;233.556;237.586;990.583;139.71096;183.9811;109.76441;182.36991;4889.8;209.5;13766.65;4762.36;1837.789;90.826;3006.129;419.83;3044.925;19805.84;753.38;108.05;129.6615;316.3801;342.86253
22-lug-13;198.1158;108.2501;97.6614;72.9782;143.7392;91.3186;220.2702;181.0549;226.3089;139.6992;162.6957;120.3389;99.174;284.75238;354.75854;472.84607;323.35462;412.26387;335.74771;410.47461;219.56547;306.28369;313.59443;345.52568;495.59655;596.40457;653.94193;-9999;634.53;265.031;276.54454;372.78053;199.95684;276.19285;198.178;233.618;238.1;992.034;140.05669;184.05289;109.75811;182.96124;4906.4;211.61;13765.49;4756.98;1844.761;90.667;3012.297;422.72;3055.225;19898.33;778.59;106.91;129.8644;316.4279;342.86757
23-lug-13;198.5707;108.1001;97.4328;72.9514;144.7642;91.0568;221.5874;180.6884;222.7442;139.2392;162.2691;120.4015;98.6393;284.53722;354.33906;472.08248;323.22099;411.68854;335.3174;409.67896;219.46048;305.95779;312.73284;344.56377;495.40885;595.78881;652.7193;-9999;634.8;264.834;276.76891;373.14404;199.88458;276.2698;198.137;233.393;238.511;992.559;139.63956;183.00006;109.64405;182.3728;4901.9;213.28;13711.33;4738.49;1874.011;93.503;3006.718;421.65;3031.399;20061.87;777.36;107.18;129.6824;316.4203;342.86635
24-lug-13;196.005;107.9759;97.2736;72.459;143.7352;91.2159;218.3593;179.1778;221.8771;141.0359;162.2131;120.4278;98.5;284.68944;354.76658;473.23908;323.67523;412.31677;336.21014;409.43505;219.47761;305.39172;311.38721;342.19101;494.46269;593.56748;649.21213;-9999;631.21;264.013;276.77277;372.19563;199.82935;276.06236;198.058;233.021;238.579;989.324;138.84083;182.37794;109.58076;181.97329;4954.75;219.12;13757.89;4755.1;1869.291;93.529;2995.296;418.09;3041.155;19997.76;768.57;105.32;128.4953;316.4279;342.86644
